0.56021  	0.07378  	0.00331  	-0.0797  	0.66674  	-0.7166  	-0.4505  	0.50584  	0.05863  	-0.6208  	-0.0296  	0.86825  	-0.0844  	0.09603  	-0.7048  	-0.0006  	0.47372  	-0.4484  	0.61160  	0.07002  	0.18712  	0.83485  	0.24010  	0.72437  	0.38250  	0.15011  	0.51655  	-1.0320  	-0.6957  	-0.2549  	-0.1941  	0.01211  	0.00471  	-0.2004  	0.63722  	0.04709  	0.61942  	0.17881  	-0.5672  	-0.1437  	0.01994  	0.14022  	-0.1362  	0.24601  	0.09455  	-0.0280  	0.00523  	0.00377  	0.03084  	-0.1340  	-0.1166  	-0.0645  	0.00873  	-0.0071  	-0.0039  	0.01571  	0.00610  	0.00978  	0.02763  	-0.0275  	-0.0302  	0.02024  	0.04591  	0.00058  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
0.46398  	0.06397  	-0.0474  	-0.1409  	0.70017  	-0.8030  	-0.4491  	0.43367  	0.03733  	-0.5410  	-0.0511  	0.92370  	-0.0597  	0.04668  	-0.8684  	-0.0057  	0.44110  	-0.3724  	0.58987  	0.18378  	0.06229  	0.79292  	0.13639  	0.64819  	0.39952  	0.17190  	0.38466  	-0.8278  	-0.5473  	-0.2668  	-0.1685  	-0.0347  	0.03490  	-0.1944  	0.54515  	0.10337  	0.50081  	0.13042  	-0.5112  	-0.1108  	0.09234  	0.13049  	-0.1206  	0.24127  	0.09415  	-0.0312  	0.01486  	0.00880  	0.02942  	-0.1289  	-0.1091  	-0.0687  	0.00521  	-0.0171  	-0.0009  	0.00609  	0.01144  	0.00830  	0.02994  	-0.0334  	-0.0334  	0.01744  	0.04984  	0.00350  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
0.34042  	0.01299  	-0.1165  	-0.2668  	0.64971  	-0.8923  	-0.4606  	0.37419  	0.00047  	-0.4429  	-0.0883  	0.85839  	-0.0319  	0.01383  	-1.0117  	-0.0434  	0.42178  	-0.3218  	0.60198  	0.21539  	-0.1030  	0.78471  	0.08069  	0.63487  	0.46326  	0.16078  	0.36656  	-0.7294  	-0.4573  	-0.2505  	-0.1558  	-0.0486  	0.03076  	-0.1953  	0.48275  	0.15980  	0.45832  	0.10849  	-0.4656  	-0.0854  	0.12524  	0.13188  	-0.0999  	0.23992  	0.09136  	-0.0246  	0.00408  	0.02126  	0.02415  	-0.1283  	-0.1067  	-0.0733  	0.00770  	-0.0168  	0.00262  	0.00987  	0.01433  	0.00177  	0.03303  	-0.0277  	-0.0302  	0.01473  	0.04887  	0.01085  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.0655  	-0.1227  	-0.4571  	-0.5315  	0.59273  	-1.2090  	-0.4640  	0.26268  	-0.0727  	-0.3288  	0.01968  	0.78010  	-0.1021  	-0.1208  	-1.2387  	-0.2096  	0.41677  	-0.2747  	0.61165  	0.24291  	-0.1890  	0.78687  	0.08640  	0.61452  	0.40892  	0.19597  	0.29799  	-0.7250  	-0.4465  	-0.2816  	-0.1491  	-0.0769  	0.00777  	-0.1916  	0.46223  	0.22935  	0.34392  	0.06674  	-0.4794  	-0.0777  	0.09960  	0.15256  	-0.1154  	0.25933  	0.09897  	-0.0369  	0.01451  	0.00753  	0.02673  	-0.1281  	-0.1088  	-0.0761  	-0.0036  	-0.0152  	-0.0023  	-0.0083  	0.02761  	0.01453  	0.03182  	-0.0332  	-0.0418  	0.01543  	0.05772  	0.00688  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.3332  	-0.2049  	-0.5518  	-0.6728  	0.51350  	-1.2968  	-0.5041  	0.17313  	-0.1206  	-0.3520  	0.09069  	0.76883  	-0.1839  	-0.3002  	-1.3580  	-0.2493  	0.41785  	-0.2659  	0.62277  	0.29008  	-0.2183  	0.78747  	0.11512  	0.55742  	0.39349  	0.21919  	0.24918  	-0.6612  	-0.3747  	-0.2757  	-0.1324  	-0.0792  	-0.0131  	-0.1815  	0.36975  	0.25424  	0.29798  	0.07003  	-0.4476  	-0.0615  	0.09796  	0.15038  	-0.1356  	0.24728  	0.11153  	-0.0327  	0.00705  	0.01097  	0.01845  	-0.1327  	-0.1096  	-0.0667  	-0.0017  	-0.0137  	0.00018  	-0.0025  	0.02592  	0.01710  	0.03181  	-0.0305  	-0.0352  	0.01131  	0.05026  	-0.0016  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.4253  	-0.2234  	-0.5770  	-0.7151  	0.49288  	-1.3758  	-0.5340  	0.15958  	-0.1504  	-0.2940  	0.13151  	0.74256  	-0.1961  	-0.3345  	-1.3475  	-0.2608  	0.42837  	-0.2249  	0.62675  	0.26929  	-0.2174  	0.79152  	0.14694  	0.54478  	0.38680  	0.21574  	0.24831  	-0.6623  	-0.3592  	-0.2791  	-0.1086  	-0.0745  	-0.0171  	-0.1877  	0.34937  	0.27449  	0.28289  	0.07267  	-0.4594  	-0.0545  	0.12011  	0.13451  	-0.1388  	0.24036  	0.10465  	-0.0280  	0.00844  	-0.0011  	0.01443  	-0.1251  	-0.1115  	-0.0734  	0.00240  	-0.0164  	0.00506  	-0.0086  	0.02271  	0.02054  	0.03682  	-0.0218  	-0.0348  	0.01740  	0.04841  	-0.0052  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.4788  	-0.1898  	-0.5504  	-0.8144  	0.49356  	-1.4189  	-0.5073  	0.15190  	-0.1507  	-0.2517  	0.13476  	0.71037  	-0.2167  	-0.3892  	-1.4423  	-0.2774  	0.39983  	-0.2425  	0.61418  	0.24253  	-0.2384  	0.79789  	0.16437  	0.51150  	0.37590  	0.22385  	0.25611  	-0.6796  	-0.3797  	-0.2879  	-0.1067  	-0.0717  	-0.0144  	-0.1902  	0.32924  	0.28602  	0.29577  	0.06198  	-0.4407  	-0.0692  	0.14158  	0.14026  	-0.1471  	0.25103  	0.10192  	-0.0298  	0.00720  	0.00467  	0.01125  	-0.1231  	-0.1184  	-0.0722  	0.00224  	-0.0126  	0.00278  	-0.0119  	0.02446  	0.02190  	0.03297  	-0.0271  	-0.0339  	0.01994  	0.04717  	-0.0039  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.3669  	-0.1566  	-0.4215  	-0.7923  	0.49938  	-1.3669  	-0.4803  	0.17568  	-0.1372  	-0.2389  	0.12623  	0.68103  	-0.2118  	-0.3488  	-1.4269  	-0.2745  	0.40574  	-0.2975  	0.60222  	0.23830  	-0.2230  	0.82133  	0.17665  	0.56033  	0.42321  	0.21356  	0.27025  	-0.7175  	-0.3767  	-0.2813  	-0.1328  	-0.0816  	-0.0280  	-0.1903  	0.32433  	0.26866  	0.33131  	0.05988  	-0.4394  	-0.0895  	0.15105  	0.14303  	-0.1482  	0.25405  	0.10948  	-0.0362  	0.01276  	0.00170  	0.01946  	-0.1282  	-0.1227  	-0.0702  	0.00676  	-0.0159  	-0.0011  	-0.0171  	0.02306  	0.01740  	0.03490  	-0.0339  	-0.0343  	0.01766  	0.04766  	0.00045  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.3237  	-0.1549  	-0.3783  	-0.7760  	0.50089  	-1.3298  	-0.4671  	0.16800  	-0.1213  	-0.2580  	0.08397  	0.67501  	-0.2068  	-0.3615  	-1.4153  	-0.2501  	0.42542  	-0.3070  	0.61327  	0.23061  	-0.2352  	0.81997  	0.18874  	0.55840  	0.44007  	0.21785  	0.29257  	-0.7080  	-0.3672  	-0.2709  	-0.1367  	-0.0844  	-0.0455  	-0.1854  	0.31646  	0.26418  	0.33073  	0.06130  	-0.4425  	-0.0931  	0.15535  	0.13676  	-0.1331  	0.25877  	0.11009  	-0.0387  	0.01275  	0.00662  	0.02260  	-0.1345  	-0.1175  	-0.0712  	0.00482  	-0.0152  	-0.0040  	-0.0137  	0.02015  	0.01471  	0.03505  	-0.0319  	-0.0361  	0.01255  	0.05156  	0.00389  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
-0.2745  	-0.1432  	-0.3410  	-0.6795  	0.55412  	-1.2245  	-0.4569  	0.18797  	-0.1136  	-0.3149  	-0.0284  	0.72119  	-0.1862  	-0.3421  	-1.3352  	-0.2243  	0.43934  	-0.3236  	0.63961  	0.19252  	-0.2752  	0.80923  	0.20759  	0.52442  	0.43352  	0.22927  	0.31154  	-0.6655  	-0.3086  	-0.2506  	-0.1385  	-0.0786  	-0.0415  	-0.1894  	0.31064  	0.25093  	0.31035  	0.05218  	-0.4149  	-0.0821  	0.15825  	0.13181  	-0.1219  	0.28069  	0.11266  	-0.0386  	0.00908  	0.01004  	0.02230  	-0.1386  	-0.1064  	-0.0691  	-0.0011  	-0.0219  	-0.0057  	-0.0067  	0.02198  	0.01062  	0.03347  	-0.0350  	-0.0299  	0.01532  	0.05331  	0.00460  	0.19591  	-0.0401  	-0.0029  	-0.0129  	0.02117  	0.32912  	0.47227  	293.370  	223.447  	
