0.62569  	-0.0156  	-0.0796  	-0.7332  	-0.3648  	-0.9322  	0.04286  	0.66320  	0.33076  	0.13353  	0.75684  	-0.9798  	0.12844  	-0.9403  	-0.6700  	0.47428  	-0.3481  	-0.2828  	-0.0977  	0.59900  	0.80497  	-0.1277  	-0.8803  	0.30547  	0.20516  	-0.3563  	0.40109  	0.00854  	-0.6297  	0.27741  	0.06898  	0.53781  	-0.0030  	-0.0209  	0.59802  	-0.0508  	0.22797  	-0.2165  	-0.4714  	0.77604  	0.01565  	0.17359  	-0.2170  	0.19306  	0.07790  	-0.0596  	0.09423  	-0.1890  	-0.0958  	-0.0240  	-0.0257  	0.02705  	-0.0649  	0.00670  	-0.0122  	-0.0612  	-0.0221  	0.00078  	-0.0299  	0.01434  	0.03756  	0.00021  	-0.0426  	0.02878  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
0.46963  	-0.0473  	-0.1686  	-0.8141  	-0.3370  	-1.0499  	0.04071  	0.55602  	0.27711  	0.19979  	0.74838  	-0.9847  	0.12244  	-1.0669  	-0.8498  	0.42970  	-0.3887  	-0.1747  	-0.1151  	0.70960  	0.67052  	-0.1814  	-1.0002  	0.21701  	0.22803  	-0.3487  	0.28168  	0.23942  	-0.4628  	0.26373  	0.07462  	0.49987  	0.00675  	-0.0143  	0.51751  	0.02346  	0.09811  	-0.2658  	-0.4196  	0.83481  	0.07103  	0.18474  	-0.2171  	0.18133  	0.07914  	-0.0620  	0.10097  	-0.1891  	-0.1060  	-0.0242  	-0.0143  	0.02489  	-0.0679  	-0.0014  	-0.0119  	-0.0670  	-0.0088  	0.00244  	-0.0254  	0.00828  	0.03690  	-0.0072  	-0.0409  	0.03247  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
0.10312  	-0.1980  	-0.4184  	-1.0611  	-0.4068  	-1.3224  	0.02303  	0.35209  	0.20806  	0.33672  	0.76145  	-0.9940  	0.09375  	-1.2257  	-1.1044  	0.33549  	-0.3696  	-0.1234  	-0.1157  	0.79209  	0.35353  	-0.1784  	-1.0349  	0.11029  	0.20693  	-0.2870  	0.12272  	0.43776  	-0.3059  	0.25651  	0.12065  	0.46214  	-0.0142  	-0.0116  	0.33243  	0.14872  	-0.0870  	-0.3115  	-0.3507  	0.85993  	0.14887  	0.16718  	-0.2061  	0.19928  	0.07024  	-0.0674  	0.10600  	-0.1866  	-0.1052  	-0.0264  	-0.0167  	0.02478  	-0.0748  	-0.0048  	-0.0094  	-0.0770  	-0.0116  	-0.0027  	-0.0259  	0.00773  	0.04162  	0.00171  	-0.0393  	0.03208  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
-0.1234  	-0.3133  	-0.5458  	-1.2595  	-0.4384  	-1.4343  	0.04489  	0.31614  	0.16070  	0.38011  	0.82639  	-1.1045  	0.01891  	-1.3878  	-1.2664  	0.26116  	-0.3571  	-0.0903  	-0.1118  	0.79604  	0.34960  	-0.2128  	-1.0413  	0.07911  	0.25414  	-0.2858  	0.08915  	0.47284  	-0.2413  	0.26096  	0.11158  	0.45512  	-0.0560  	-0.0127  	0.30364  	0.18179  	-0.1079  	-0.3242  	-0.3391  	0.82862  	0.14927  	0.15773  	-0.2020  	0.20485  	0.09386  	-0.0688  	0.09876  	-0.1976  	-0.1070  	-0.0301  	-0.0195  	0.02321  	-0.0673  	-0.0068  	-0.0041  	-0.0787  	-0.0039  	0.00227  	-0.0253  	0.00570  	0.03960  	-0.0054  	-0.0366  	0.03113  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
-0.0885  	-0.2842  	-0.4690  	-1.1578  	-0.4433  	-1.3350  	0.05137  	0.34697  	0.16723  	0.29587  	0.75272  	-1.1595  	0.02337  	-1.3279  	-1.0978  	0.29711  	-0.3407  	-0.1269  	-0.1030  	0.74182  	0.37502  	-0.1966  	-1.0072  	0.19470  	0.29387  	-0.2977  	0.21704  	0.41393  	-0.2455  	0.28265  	0.11428  	0.46955  	-0.0578  	-0.0109  	0.33944  	0.16349  	-0.0980  	-0.3283  	-0.3571  	0.86812  	0.12843  	0.16534  	-0.2142  	0.20534  	0.09114  	-0.0702  	0.09792  	-0.2107  	-0.1153  	-0.0320  	-0.0115  	0.02472  	-0.0737  	-0.0008  	-0.0037  	-0.0777  	-0.0046  	-0.0016  	-0.0248  	0.00938  	0.03551  	-0.0015  	-0.0387  	0.03673  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
0.20106  	-0.2178  	-0.3111  	-0.9636  	-0.3753  	-1.1706  	0.05729  	0.40394  	0.21586  	0.25992  	0.59233  	-1.0639  	0.07745  	-1.3333  	-1.0159  	0.38694  	-0.3467  	-0.1101  	-0.0973  	0.75902  	0.34032  	-0.1863  	-1.0342  	0.14227  	0.28937  	-0.3143  	0.19934  	0.43947  	-0.2720  	0.27596  	0.09324  	0.49166  	-0.0338  	-0.0084  	0.36144  	0.15576  	-0.0811  	-0.3205  	-0.3481  	0.89246  	0.14311  	0.15231  	-0.2085  	0.21575  	0.08322  	-0.0664  	0.09683  	-0.1849  	-0.0999  	-0.0259  	-0.0002  	0.02184  	-0.0691  	-0.0078  	-0.0036  	-0.0793  	-0.0056  	-0.0024  	-0.0298  	0.00754  	0.03348  	-0.0061  	-0.0354  	0.03758  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
0.29021  	-0.1888  	-0.2704  	-0.9187  	-0.3396  	-1.1870  	0.07526  	0.39525  	0.20256  	0.35176  	0.67428  	-1.0238  	0.07219  	-1.3343  	-1.1285  	0.44450  	-0.4065  	-0.0767  	-0.1054  	0.82244  	0.29616  	-0.1771  	-1.0941  	0.11258  	0.26987  	-0.3263  	0.14232  	0.46230  	-0.2425  	0.28947  	0.07282  	0.49203  	-0.0443  	-0.0031  	0.39007  	0.21064  	-0.1045  	-0.3357  	-0.3354  	0.89828  	0.12165  	0.18286  	-0.2038  	0.20545  	0.08413  	-0.0689  	0.09806  	-0.1795  	-0.0895  	-0.0242  	0.00028  	0.01902  	-0.0643  	-0.0037  	-4.6894  	-0.0793  	0.00083  	0.00038  	-0.0295  	0.00629  	0.02904  	0.00117  	-0.0367  	0.03678  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
0.15218  	-0.1848  	-0.3399  	-1.0228  	-0.4044  	-1.2183  	0.05630  	0.38105  	0.18276  	0.38085  	0.72256  	-1.1039  	0.03207  	-1.3281  	-1.2163  	0.40045  	-0.4130  	-0.0710  	-0.1011  	0.80585  	0.36631  	-0.1814  	-1.0807  	0.12962  	0.33545  	-0.3303  	0.19393  	0.43997  	-0.2353  	0.29199  	0.07137  	0.48808  	-0.0568  	-0.0153  	0.35523  	0.21916  	-0.0695  	-0.3319  	-0.3527  	0.88433  	0.10941  	0.17639  	-0.2120  	0.20808  	0.08976  	-0.0637  	0.09116  	-0.1900  	-0.0928  	-0.0294  	-0.0007  	0.01866  	-0.0613  	0.00163  	0.00130  	-0.0794  	-0.0020  	0.00134  	-0.0212  	0.01381  	0.03181  	-0.0090  	-0.0326  	0.03384  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
-0.0234  	-0.2545  	-0.4508  	-1.1109  	-0.4444  	-1.3040  	0.03565  	0.34032  	0.16648  	0.29802  	0.71978  	-1.1465  	0.03346  	-1.4078  	-1.1077  	0.30652  	-0.3586  	-0.1258  	-0.0799  	0.77406  	0.41232  	-0.1912  	-1.0365  	0.20391  	0.36510  	-0.3333  	0.26070  	0.40040  	-0.3001  	0.30067  	0.07814  	0.49831  	-0.0846  	-0.0083  	0.39407  	0.19819  	-0.0226  	-0.3135  	-0.4073  	0.84941  	0.09482  	0.17764  	-0.2344  	0.19014  	0.09181  	-0.0688  	0.09921  	-0.2259  	-0.1013  	-0.0261  	-0.0002  	0.02208  	-0.0626  	0.00650  	-0.0044  	-0.0752  	-0.0015  	0.00191  	-0.0122  	0.00841  	0.02893  	-0.0096  	-0.0368  	0.03044  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
-0.0122  	-0.2540  	-0.5049  	-0.9565  	-0.3374  	-1.2761  	-0.0126  	0.40246  	0.16851  	0.29000  	0.70101  	-1.0554  	0.02677  	-1.3150  	-0.9677  	0.28567  	-0.3664  	-0.1522  	-0.0905  	0.75574  	0.45062  	-0.1955  	-1.0103  	0.20370  	0.31368  	-0.3205  	0.26988  	0.34227  	-0.3085  	0.32054  	0.07584  	0.49159  	-0.0698  	-0.0213  	0.39776  	0.14932  	-0.0338  	-0.3230  	-0.3845  	0.87108  	0.05480  	0.17926  	-0.2573  	0.19156  	0.10229  	-0.0615  	0.09947  	-0.2143  	-0.1070  	-0.0254  	-0.0076  	0.02203  	-0.0675  	-0.0018  	-0.0091  	-0.0818  	-0.0018  	0.00272  	-0.0194  	0.00744  	0.03189  	-0.0138  	-0.0430  	0.03109  	-0.0001  	-0.0500  	0.12569  	0.01415  	-0.0314  	0.44382  	
