-0.1716  	-0.1725  	0.14314  	-0.1907  	0.30872  	-0.4043  	-0.6240  	-0.3194  	0.18600  	-0.3186  	-0.3144  	0.95193  	-0.1969  	-0.4955  	-0.8427  	0.34822  	0.12787  	0.01525  	0.35754  	-0.0893  	-0.4656  	0.29079  	0.24383  	0.27489  	0.07594  	0.14584  	0.26623  	-0.6111  	-0.1387  	-0.2200  	-0.1803  	0.05940  	-0.0277  	-0.0613  	0.13872  	0.20946  	0.28581  	0.15785  	-0.3376  	-0.1176  	0.32252  	0.09013  	0.06597  	0.28244  	-0.0200  	-0.0496  	-0.0315  	0.16623  	0.09705  	-0.0116  	0.02795  	-0.0135  	-0.0042  	0.02717  	0.04100  	-0.0126  	0.01828  	-0.0230  	-0.0225  	-0.0103  	-0.0535  	-0.0672  	0.09728  	-0.0104  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2195  	-0.1631  	0.09219  	-0.0261  	0.36695  	-0.3309  	-0.6920  	-0.3307  	0.15766  	-0.4011  	-0.3905  	0.98793  	-0.2435  	-0.3745  	-0.8043  	0.27657  	0.17482  	-0.0261  	0.35879  	-0.1229  	-0.4237  	0.30896  	0.29494  	0.36616  	0.06656  	0.15725  	0.30296  	-0.6751  	-0.1167  	-0.1982  	-0.2148  	0.05216  	-0.0533  	-0.0842  	0.15727  	0.19696  	0.28896  	0.15144  	-0.3301  	-0.1108  	0.30040  	0.09983  	0.07782  	0.28014  	-0.0013  	-0.0360  	-0.0363  	0.15753  	0.08382  	-0.0156  	0.02696  	-0.0141  	-0.0059  	0.02423  	0.03857  	-0.0018  	0.02088  	-0.0221  	-0.0176  	-0.0070  	-0.0590  	-0.0662  	0.07900  	-0.0076  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.0825  	-0.1146  	0.12572  	0.11804  	0.48231  	-0.2926  	-0.6524  	-0.2512  	0.20854  	-0.4665  	-0.5272  	1.01775  	-0.1055  	-0.1447  	-0.4883  	0.19136  	0.18687  	-0.0354  	0.32519  	-0.1497  	-0.4060  	0.30485  	0.26364  	0.28467  	0.09581  	0.15000  	0.27662  	-0.6728  	-0.0939  	-0.1613  	-0.1988  	0.00422  	-0.0295  	-0.0388  	0.20315  	0.07940  	0.26508  	0.11584  	-0.3184  	-0.1012  	0.27513  	0.09559  	0.06682  	0.25992  	-0.0150  	-0.0482  	-0.0335  	0.14514  	0.09292  	-0.0087  	0.02065  	-0.0181  	-0.0149  	0.02479  	0.03228  	-0.0013  	0.02024  	-0.0272  	-0.0251  	-0.0127  	-0.0668  	-0.0531  	0.08451  	-0.0052  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.1454  	-0.1454  	0.10308  	0.07377  	0.50931  	-0.3304  	-0.6325  	-0.2244  	0.21976  	-0.4791  	-0.5114  	1.06094  	-0.0928  	-0.1104  	-0.4308  	0.17015  	0.18968  	-0.0315  	0.32835  	-0.1618  	-0.3819  	0.31152  	0.30329  	0.29738  	0.06268  	0.16664  	0.27273  	-0.6829  	-0.0806  	-0.1832  	-0.1866  	-0.0113  	0.01485  	-0.0512  	0.20085  	0.05310  	0.26462  	0.12000  	-0.3271  	-0.1022  	0.24347  	0.11128  	0.04416  	0.26599  	-0.0113  	-0.0372  	-0.0209  	0.14657  	0.08505  	-0.0141  	0.01374  	-0.0185  	-0.0143  	0.02469  	0.03803  	-0.0101  	0.02270  	-0.0221  	-0.0268  	-0.0073  	-0.0589  	-0.0559  	0.08408  	-0.0052  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2884  	-0.1355  	0.08836  	-0.1961  	0.37330  	-0.3790  	-0.6538  	-0.2914  	0.22336  	-0.4295  	-0.4269  	1.00360  	-0.1775  	-0.3191  	-0.5715  	0.14155  	0.17742  	0.03086  	0.33914  	-0.1315  	-0.3827  	0.30168  	0.38321  	0.26809  	-0.0465  	0.18139  	0.18067  	-0.6944  	-0.1341  	-0.2408  	-0.1634  	-0.0149  	0.02199  	-0.0447  	0.12088  	0.05982  	0.28749  	0.13542  	-0.3439  	-0.1045  	0.32513  	0.07755  	0.05743  	0.27738  	-0.0126  	-0.0395  	-0.0212  	0.14062  	0.08050  	-0.0103  	0.01479  	-0.0107  	-0.0073  	0.02652  	0.03610  	-0.0086  	0.01005  	-0.0224  	-0.0250  	-0.0098  	-0.0549  	-0.0627  	0.07540  	-0.0114  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2676  	-0.1872  	0.15140  	-0.1888  	0.31172  	-0.3843  	-0.6771  	-0.3037  	0.20792  	-0.4095  	-0.4113  	0.89749  	-0.1917  	-0.4248  	-0.7150  	0.23461  	0.17897  	-0.0007  	0.37228  	-0.1003  	-0.4386  	0.26258  	0.37170  	0.26838  	-0.0038  	0.17988  	0.21126  	-0.7021  	-0.1370  	-0.2101  	-0.1642  	0.02077  	-0.0073  	-0.0527  	0.12214  	0.11405  	0.27022  	0.16681  	-0.3586  	-0.0918  	0.34600  	0.07116  	0.05930  	0.28578  	-0.0310  	-0.0433  	-0.0238  	0.15105  	0.08313  	-0.0063  	0.01975  	-0.0112  	-0.0119  	0.02889  	0.03725  	-0.0024  	0.01508  	-0.0241  	-0.0223  	-0.0117  	-0.0576  	-0.0628  	0.08906  	-0.0160  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2913  	-0.1665  	0.12930  	-0.1522  	0.33118  	-0.4015  	-0.6684  	-0.3524  	0.18977  	-0.4513  	-0.3797  	0.88804  	-0.2030  	-0.4744  	-0.6995  	0.19107  	0.19634  	-0.0176  	0.36114  	-0.0744  	-0.4098  	0.25566  	0.34159  	0.26830  	0.04848  	0.18013  	0.25365  	-0.6434  	-0.1335  	-0.1966  	-0.1832  	0.03058  	-0.0178  	-0.0434  	0.12823  	0.15251  	0.28792  	0.16217  	-0.3497  	-0.1134  	0.32240  	0.07972  	0.04939  	0.28296  	-0.0199  	-0.0442  	-0.0265  	0.16113  	0.08336  	-0.0148  	0.02118  	-0.0108  	-0.0038  	0.03082  	0.03471  	-0.0033  	0.02198  	-0.0210  	-0.0150  	-0.0098  	-0.0562  	-0.0697  	0.09555  	-0.0156  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2206  	-0.1624  	0.08724  	0.08898  	0.48497  	-0.3023  	-0.6660  	-0.2190  	0.20540  	-0.5018  	-0.5172  	1.01678  	-0.1413  	-0.2667  	-0.4542  	0.21558  	0.20729  	0.00721  	0.35536  	-0.0958  	-0.4144  	0.26024  	0.29266  	0.29426  	0.05803  	0.17690  	0.24365  	-0.6271  	-0.0521  	-0.1579  	-0.1853  	-0.0134  	0.00634  	-0.0405  	0.14965  	0.07756  	0.22269  	0.13156  	-0.3353  	-0.1055  	0.27705  	0.09661  	0.03146  	0.24103  	-0.0058  	-0.0392  	-0.0234  	0.13731  	0.09101  	-0.0283  	0.01979  	-0.0167  	-0.0155  	0.01988  	0.03299  	-0.0041  	0.02479  	-0.0227  	-0.0207  	-0.0055  	-0.0596  	-0.0610  	0.09010  	-0.0120  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.2208  	-0.1262  	0.11525  	0.07071  	0.46577  	-0.2718  	-0.6754  	-0.2333  	0.22280  	-0.4865  	-0.5417  	1.05231  	-0.1190  	-0.1948  	-0.4178  	0.17675  	0.18766  	0.00233  	0.32569  	-0.0883  	-0.3972  	0.30178  	0.29881  	0.23498  	0.00795  	0.17839  	0.18872  	-0.6175  	-0.0661  	-0.1770  	-0.1493  	-0.0259  	0.01946  	-0.0352  	0.14084  	0.06733  	0.24203  	0.12208  	-0.3133  	-0.1073  	0.28568  	0.08496  	0.04520  	0.25341  	-0.0147  	-0.0420  	-0.0210  	0.15101  	0.07856  	-0.0096  	0.02572  	-0.0191  	-0.0138  	0.02515  	0.03225  	-0.0041  	0.02502  	-0.0219  	-0.0244  	-0.0088  	-0.0555  	-0.0561  	0.08464  	-0.0110  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
-0.1367  	-0.1241  	0.18524  	-0.0646  	0.37414  	-0.2169  	-0.6847  	-0.2080  	0.20189  	-0.4889  	-0.4817  	1.00234  	-0.1575  	-0.3052  	-0.4755  	0.19873  	0.19615  	-0.0215  	0.35653  	-0.1429  	-0.3553  	0.31843  	0.41336  	0.30742  	0.02115  	0.17556  	0.21493  	-0.7073  	-0.1435  	-0.2354  	-0.1689  	-0.0061  	0.00926  	-0.0502  	0.12983  	0.06426  	0.32145  	0.14576  	-0.3519  	-0.1125  	0.33323  	0.08529  	0.06898  	0.28834  	-0.0225  	-0.0423  	-0.0162  	0.16128  	0.07808  	-0.0016  	0.00532  	-0.0155  	-0.0092  	0.02615  	0.03017  	-0.0052  	0.02247  	-0.0195  	-0.0253  	-0.0166  	-0.0577  	-0.0618  	0.07409  	-0.0229  	0.10438  	-0.4137  	-0.0561  	0.02400  	0.00541  	0.62820  	0.50885  	265.059  	212.284  	
